news,price,date
腾讯控股：今日以3.51亿港元回购92万股公司股份,639.14,2021-3-10
《三体》热播 游戏版号过审 腾讯已反弹超100%！机构目标价475港元,660.49,2021-3-11
《ESG Weekly》：腾讯美团为何掀起“反腐风暴”？贪腐成为ESG标准首要关注条件之一,631.38,2021-3-12
张坤重仓股大曝光！刘格菘、谢治宇、赵诣、刘彦春调仓换股也来了,609.54,2021-3-15
中金公司维持腾讯控股跑赢行业评级 目标价475港元,611.96,2021-3-16
中信证券维持腾讯控股买入评级 目标价451港元,606.14,2021-3-17
腾讯控股：拟发行977.1625万股奖励股份,621.67,2021-3-18
基金放大镜|投资者注定是孤独的 张坤四季度继续提高港股持仓 腾讯为头号爱股,609.54,2021-3-19
太实用！微信多个新功能上线,614.88,2021-3-22
超级“开门红”！港股嗨了：涨400点！影视、汽车股飙升 腾讯收复400元,610.02,2021-3-23
腾讯股价重回400港元创反弹新高 机构看好游戏业务强劲复苏,605.17,2021-3-24
腾讯控股收复400港元关口 创出自2022年3月以来近11个月新高,588.18,2021-3-25
兔年港股开门红！恒指涨逾2% 科技指数大涨超4% 多个板块集体爆发,601.77,2021-3-26
港股兔年开门红！恒指涨超500点 腾讯重返400大关,594.01,2021-3-29
开门红！港股暴涨500点 腾讯收复400港元 小米暴涨12.5% A股节后有了？,591.58,2021-3-30
腾讯创下阶段新高 零售股也嗨了！外资出手 400亿锂电龙头一度涨16% 什么情况？,592.07,2021-3-31
腾讯六连涨 逼近4万亿！AI第一股 狂飙20%,634.77,2021-4-1
加仓！加仓！万亿巨头们出手了 摩根士丹利：市场若调整即为买入时机,610.99,2021-4-7
基金调仓动态：加大港股配置力度 重仓腾讯、美团、药明生物、李宁和港交所,601.77,2021-4-8
腾讯埋伏的数娱奇兵 又出爆款！,602.26,2021-4-9
2月1日起 腾讯荟聚将从电商平台转型为品牌推荐平台,595.46,2021-4-12
腾讯荟聚两年浮沉：曾获微信重要入口 现要下架商品搞推荐,590.13,2021-4-13
腾讯重回前十！公募不爱新能源了？,605.17,2021-4-14
春节假期微信线下商业支付交易量增长23% 发送微信红包超40亿次,601.77,2021-4-15
恒指跌幅扩大至1% 恒科指跌近2% 阿里跌近5% 腾讯跌4%失守400港元关口,613.42,2021-4-16
港股腾讯控股跌超5%,608.57,2021-4-19
国信证券维持腾讯控股买入评级 目标价525~588港元,604.2,2021-4-20
南向资金今日净卖出69.04亿港元 净卖出腾讯控股36.87亿港元,591.1,2021-4-21
恒指跌幅扩大至1% 腾讯、阿里巴巴跌超2%,602.74,2021-4-22
南向资金今日净卖出63.2亿港元 净卖出腾讯控股20.44亿港元,613.42,2021-4-23
西部证券维持腾讯控股买入评级,610.02,2021-4-26
德邦证券维持腾讯控股买入评级,606.63,2021-4-27
港股先涨后跌，公募基金仓位提升后剑指何方？,609.54,2021-4-28
1月港股牛股｜牛气冲天 腾讯涨超20%！“全球销冠”比亚迪暴涨26% 目标价420港元,612.93,2021-4-29
中金公司维持腾讯控股跑赢行业评级 目标价475港元,604.68,2021-4-30
华安证券维持腾讯控股买入评级,606.14,2021-5-3
海通证券维持腾讯控股优于大市评级 目标价417.63~480.67港元,603.71,2021-5-4
港股低开低走 恒生科技指数跌2%,592.55,2021-5-5
南向资金今日净卖出6亿港元 腾讯控股净卖出居前,592.55,2021-5-6
今天 重磅消息刷屏！AI龙头近3月暴涨137%！《狂飙》剧组严正声明：不实！纯属造谣！,582.36,2021-5-7
腾讯汤道生：腾讯将坚定推动云计算、大数据和人工智能等技术的开放,577.51,2021-5-10
成功抄底腾讯 基金经理自述底部加仓心路历程,567.32,2021-5-11
港股本轮累计跌超1500点，调整还要持续到什么时候？,580.91,2021-5-12
腾讯成立职业技能培训学校公司 腾讯教育全资持股,562.95,2021-5-13
腾讯据悉将策划《无畏契约》联赛 最早或随国服游戏推出于今夏启动,565.86,2021-5-14
腾讯云与沙特头部电信服务商Mobily达成战略合作,582.85,2021-5-17
华创证券维持腾讯控股推荐评级 目标价447港元,589.64,2021-5-18
一文看懂｜中国科技公司ChatGPT最新动向 哪家最有潜力？,591.1,2021-5-20
腾讯正有序推进ChatGPT和AIGC相关方向专项研究,571.2,2021-5-21
做完《三体》又发科幻剧集矩阵 腾讯视频古偶之后发力科幻,568.29,2021-5-24
腾讯：在ChatGPT和AIGC相关方向上有布局 专项研究有序推进,592.07,2021-5-25
“QQ崩了”登上热搜 网友反映无法登陆 正值QQ诞生24周年,599.83,2021-5-26
“QQ崩了”登顶热搜榜！腾讯官方回应：服务器挤爆，已恢复,587.7,2021-5-27
“QQ崩了”冲上热搜榜首 腾讯回应：服务器挤爆了 现已恢复,583.82,2021-5-28
抖音旗下三公司诉腾讯侵权案将于2月21日在西安开庭,600.8,2021-5-31
24岁生日当天QQ“崩了” 腾讯：祝寿队伍挤爆服务器 已恢复,609.54,2021-6-1
刚刚 “QQ崩了”热搜第一！祝寿队伍太庞大 挤爆了服务器？,610.02,2021-6-2
24岁生日这天，QQ“崩”上热搜！第一个注册用户找到了,597.41,2021-6-3
QQ为什么也会崩了？官方称因周年庆人流量过大,593.52,2021-6-4
QQ 24岁了！却以这种方式上热搜…,582.85,2021-6-7
2月87款游戏版号发放！腾讯、网易连续四个月收获版号,583.33,2021-6-8
游戏周报：游戏产业年会召开在即，2月版号下发；暴雪游戏等待退款人数超百万,585.27,2021-6-9
微信头像褪色冲上热搜第一 官方回应相关功能正在优化,582.85,2021-6-10
网友调侃头像“电子包浆” 微信回应！,578.48,2021-6-11
机构：2月游戏版号发放 AIGC或助力游戏厂商降本增效 重点推荐头部公司,582.36,2021-6-15
腾讯视频回应多设备登录被封号：同一账号同时最多可在2个设备上观影,578.96,2021-6-16
腾讯视频限制多设备登录？客服：VIP最多同时可在两设备上观影,581.39,2021-6-17
多设备登腾讯视频致封号？客服：首次封号时长半小时 开通SVIP可立即解封,585.27,2021-6-18
又有视频平台被“怼”上热搜！啥情况？网友：吃相太难看…,573.14,2021-6-21
腾讯游戏：未成年人保护升级4.0阶段 探索更具建设性的解决方案,556.64,2021-6-22
中金公司维持腾讯控股跑赢行业评级 目标价475港元,565.38,2021-6-23
腾讯游戏升级未成年人保护至4.0阶段 探索更具建设性解决方案,565.86,2021-6-24
马化腾：从QQ开始，认真洞察用户需求,580.91,2021-6-25
港股开盘｜恒指涨0.01% 恒生科技指数涨0.27% 科网股涨跌互现 腾讯、百度涨约1%,577.99,2021-6-28
腾讯视频最新回应上海市消保委：将提供便捷界面 方便用户管理设备,573.14,2021-6-29
多设备登录VIP账号会被封 腾讯视频：将优化界面提醒设备超限 方便解绑,566.83,2021-6-30
多设备登录 VIP会被封号！上海市消保委发声 腾讯视频回应了,557.61,2021-7-2
1月中国非游戏厂商出海收入30强出炉 字节跳动和腾讯等居前三,537.71,2021-7-5
微信在广深测试“门店快送”服务？官方回应：配送履约由商家小程序承接,542.57,2021-7-6
微信内测“门店快送”服务 腾讯回应：并非要下场做外卖 配送履约由商家小程序承接,532.38,2021-7-7
微信也要进军外卖？公司最新回应！,512.48,2021-7-8
微信下场做外卖？上线小程序“门店快送” 广深两地已可配送,522.67,2021-7-9
外卖战场又有新玩家？微信小程序在广深地区内测“门店快送”,518.79,2021-7-12
抖音之后 微信也要做外卖？背后真相是这样的,539.17,2021-7-13
最新！腾讯回应,540.14,2021-7-14
微信要送外卖了？腾讯官方回应,548.39,2021-7-15
微信小程序的大生意：不送外卖 送流量,547.42,2021-7-16
国信证券维持腾讯控股买入评级 目标价525~588港元,533.34,2021-7-19
腾讯XR变更业务发展路径 相关团队将解散,526.55,2021-7-20
腾讯回应XR业务变动：变更硬件发展路径，相关团队调整,522.18,2021-7-21
腾讯 XR 变更业务发展路径，相关团队调整,528.01,2021-7-22
腾讯XR业务团队解散？公司最新回应：解散报道不实，实为相关业务团队调整,515.39,2021-7-23
传腾讯XR团队解散？公司回应：变更业务发展路径 员工优先安排转岗和外推,475.59,2021-7-26
南向资金今日净卖出8.64亿港元 净卖出腾讯控股5.92亿港元,432.89,2021-7-27
腾讯调整XR相关团队,434.05,2021-7-28
腾讯回应解散XR团队 Pico传调整 XR产业还能玩吗？,477.54,2021-7-29
抖音之后 微信入局？为何互联网巨头都爱上了“送外卖”,464.92,2021-7-30
腾讯推出企业跨境支付平台“智汇鹅” 会对行业带来什么影响？,461.04,2021-8-2
腾讯解散XR部、PICO传裁员？元宇宙热降温了,432.89,2021-8-3
腾讯回应XR业务团队解散传闻：并未放弃探索XR,443.37,2021-8-4
元宇宙不香了？腾讯调整XR业务 “优化大刀”挥向自研硬件,426.09,2021-8-5
腾讯澄清：XR团队解散报道不实！实为变更硬件发展路径 相关团队调整,440.27,2021-8-6
一天内XR风波：PICO裁员、腾讯调整业务线 Nreal徐驰喊“来投简历”,448.03,2021-8-9
字节腾讯辟谣“VR/XR裁员”步调统一 元宇宙退烧？ 环球同此凉热,471.91,2021-8-10
沙特财富基金首次进军中国游戏市场 投资腾讯支持的VSPO,469.77,2021-8-11
腾讯推出企业跨境支付平台“智汇鹅” 提现手续费率最低可达0.05%,467.83,2021-8-12
腾讯视频、爱奇艺凭何限制账号共享？,456.38,2021-8-13
腾讯扩展现实业务变更路径、调整团队，皆因黑鲨收购失败？,440.46,2021-8-16
腾讯将配合主管部门推出国家级电竞训练基地,422.21,2021-8-17
微信内测“门店快送”服务 三方即配平台有望受益,423.38,2021-8-18
南向资金今日净卖出1.04亿港元 净卖出腾讯控股9.9亿港元,408.82,2021-8-19
接了外卖又推“小绿书” 营收增速压力下微信电商野心再起,412.89,2021-8-20
中东“钞能力”席卷全球游戏电竞业  沙特财富基金18亿砸向腾讯投资电竞企业,421.05,2021-8-23
腾讯变更XR硬件发展路径 Pico内部架构调整 大厂虚拟宇宙探索重回现实,458.12,2021-8-24
腾讯推出“智汇鹅” 费率最低万五 跨境电商支付服务行业饱和度高,460.65,2021-8-25
腾讯XR战场换打法 计划引进Meta Quest 2,457.93,2021-8-26
不搞自建改引入Meta Quest2？腾讯“复刻”任天堂模式,452.69,2021-8-27
腾讯杀入、提现手续费千三封顶 对跨境支付行业有何影响？,452.11,2021-8-30
「e公司观察」腾讯重新加码电商背后是新工具支撑,467.05,2021-8-31
恒指跌幅扩大至1% 科网股普跌,474.04,2021-9-1
港股科技互联网股持续走低 腾讯跌超4%,481.42,2021-9-2
PICO裁员 腾讯调整XR业务 元宇宙在大厂眼中不香了？,473.65,2021-9-3
南向资金今日净买入4.7亿港元 净买入盈富基金4.07亿港元,490.15,2021-9-6
腾讯正在洽谈在中国销售META QUEST 2头显的事宜,500.35,2021-9-7
美媒：腾讯已向Meta提议独家代理Quest 2头显,509.08,2021-9-8
腾讯不再是唯一 支付宝抢食NBA蛋糕,465.89,2021-9-9
东方证券维持腾讯控股买入评级 目标价389.01港元,475.59,2021-9-10
腾讯控股跌超3% 股价跌破350港元 为1月6日以来首次,463.95,2021-9-13
腾讯正与Meta洽谈引入VR头显？消息人士：确有计划但尚未敲定,458.9,2021-9-14
南向资金今日净买入8.32亿港元 净买入腾讯控股7.12亿港元,440.07,2021-9-15
微信打击网络诈骗行为：3.5万个存在欺诈行为账号被进行阶梯式处理,437.74,2021-9-16
海南省省长冯飞会见腾讯集团客人,448.22,2021-9-17
浙商证券维持腾讯控股买入评级 目标价456.5港元,440.85,2021-9-20
南向资金今日净买入82.34亿港元 净买入盈富基金39.1亿港元,436.77,2021-9-21
有这类行为 封号！微信最新公告→,449.58,2021-9-23
国泰君安维持腾讯控股增持评级,446.67,2021-9-24
恒生指数“调结构”：腾讯控股比重下跌或影响资金配置,450.94,2021-9-27
微信发布重要公告：对这类账号封禁、冻结！,455.99,2021-9-28
腾讯针对类ChatGPT对话式产品已成立“混元助手”项目组,451.33,2021-9-29
南向资金今日净买入60.49亿港元 净买入腾讯控股14.95亿港元,447.83,2021-9-30
进军类ChatGPT 成立项目组？腾讯回应,443.57,2021-10-4
成立ChatGPT项目组？腾讯公开AI大模型技术与落地进展,436.77,2021-10-5
腾讯控股：2月28日于股份奖励计划下发行977.16万股,433.28,2021-10-6
南向资金今日净卖出32.15亿港元 净买入腾讯控股9.54亿港元,457.54,2021-10-7
南向资金今日净卖出32.15亿港元 腾讯控股逆势获净买入9.54亿港元,467.64,2021-10-8
腾讯入股的三星财险迎来新任总经理 “老平安人”李浩获批出任丨大厂金融事,481.42,2021-10-11
盘中行情｜科网股飙升！恒科指涨超6% 百度、腾讯均涨超6%；电信、内房股强势上涨 中国电信涨超7%,468.99,2021-10-12
恒科指暴涨超6%！港股反弹能走多远？机构火线解读来了！,481.03,2021-10-15
南向资金今日净买入约34亿港元 腾讯控股净买入居前,482.39,2021-10-18
微信“青少年模式”日前升级 可一键直达,484.33,2021-10-19
腾讯与深圳等地合作共建“15分钟银发听力服务圈”,494.52,2021-10-20
数字人民币新增“微信支付”钱包快付 已支持部分微信小程序,490.64,2021-10-21
数字人民币App新增“微信支付” 已接入98家用户平台,494.52,2021-10-22
使用场景进一步丰富 数字人民币App新增“微信支付”,490.15,2021-10-25
2200亿元重仓中国股票！挪威政府全球养老基金最新持仓公布,487.24,2021-10-26
南向资金今日净卖出7.8亿港元 净买入腾讯控股3.25亿港元,472.68,2021-10-27
券商港股2月金股表现如何？未取得正增长但大多跑赢恒指！,473.85,2021-10-28
南向资金今日净买入75.55亿港元 净买入盈富基金33.4亿港元,466.86,2021-10-29
腾讯旗下数字藏品平台幻核将于6月30日下线,455.79,2021-11-1
中信建投证券维持腾讯控股买入评级 目标价493.25港元,450.36,2021-11-2
《今晚吃鸡》制作方映霸文化相继获得腾讯、王思聪青睐,455.21,2021-11-3
“四折”购入科技巨头！恒生科技“停车接人” 能上车吗？,466.67,2021-11-4
最新！微信能用支付宝钱包了,453.66,2021-11-5
腾讯申请微信刷掌新商标,450.17,2021-11-8
腾讯会议：将取消免费用户“300人不限时会议”使用权限,450.36,2021-11-9
南向资金今日净买入48.91亿港元 净买入腾讯控股11.99亿港元,469.38,2021-11-10
事关3亿用户 腾讯会议发布重要说明,463.56,2021-11-11
腾讯会议：免费用户最高单场100人最长60分钟 “300人不限时”取消,470.94,2021-11-12
腾讯会议上调会员价 将取消免费版300人不限时会议功能,477.34,2021-11-15
事关3亿用户！腾讯这款产品即将有重大调整,487.73,2021-11-16
吸金2.25亿美元 腾讯《王者荣耀》2月蝉联全球手游畅销榜冠军,494.04,2021-11-17
南向资金今日净买入39.12亿港元 净买入腾讯控股6.88亿港元,482.2,2021-11-18
发挥科技优势 腾讯微保构建多元产品体系服务消费者,481.42,2021-11-19
试水多年 刷掌支付只闻其声未谋其面,479.86,2021-11-22
南向资金今日净买入20.62亿港元 净买入腾讯控股4.22亿港元,467.05,2021-11-23
腾讯入股二次元游戏研发商库洛游戏,458.32,2021-11-24
腾讯基于语言模型的短文本对话专利获授权,463.75,2021-11-25
腾讯入股库洛科技 知情人士：将保持独立经营,449.78,2021-11-26
南向资金今日净买入22.5亿港元 净买入腾讯控股17.46亿港元,448.81,2021-11-29
南向资金本周累计净买入134亿：仍在加仓腾讯及中移动 卖出药明生物,445.89,2021-11-30
港股本周要闻前瞻：腾讯美团将相继公布业绩 “港股实名制”落地实施,455.02,2021-12-1
腾讯2022年研发人员占比74%，平均每4人中就有3人搞研发,459.68,2021-12-2
国泰君安维持腾讯控股增持评级,449.0,2021-12-3
腾讯披露最新研发数据：全球专利申请数超6万件,434.64,2021-12-6
南向资金今日净买入56.92亿港元 净买入恒生中国企业10.16亿港元,450.17,2021-12-7
腾讯披露研发数据：每四个腾讯员工中有三个从事研发,453.27,2021-12-8
2023年进口游戏版号来了！腾讯、网易、B站在列,458.71,2021-12-9
腾讯：每四个员工三个搞研发 基础软件领域持续突破 前沿科技创新取得多项实质性进展,449.78,2021-12-10
南向资金今日净买入10.13亿港元 净买入腾讯控股12.46亿港元,452.88,2021-12-13
腾讯投资《鸣潮》开发商库洛 仍在寻求二次元品类“最优解”,446.28,2021-12-14
财报公布前夕 大批资金疯狂涌入腾讯！高盛：香港银行股资本充足,442.4,2021-12-15
【直播回看】腾讯控股2022Q4业绩电话会,439.29,2021-12-16
腾讯：2022年营收5545.5亿元 同比下降1%,425.12,2021-12-17
腾讯控股：正在投资人工智能能力和云基础设施 以拥抱基础模型的趋势,417.36,2021-12-20
腾讯控股：第四季度国际市场游戏收入增长5%至人民币139亿元,427.84,2021-12-21
腾讯控股：第四季度营收1450亿元，调整后净利润297亿元,429.98,2021-12-22
腾讯提高独董比例 女性董事占比升至25%,448.22,2021-12-23
腾讯控股2022年净利润1882.4亿元,446.67,2021-12-24
腾讯控股：刘炽平将轮值退任董事，并继续担任总裁,437.16,2021-12-28
腾讯去年四季度经调整净利润297.11亿元 同比增长19%恢复盈利增长,431.72,2021-12-29
腾讯控股：截至去年四季度末，微信及WeChat的合并月活跃账户数13.13亿，同比增长3.5%,430.36,2021-12-30
腾讯将提高独董比例 刘炽平轮值退任,443.37,2021-12-31
刘炽平轮值退任 腾讯女性董事占比将提升至25%,440.46,2022-1-3
腾讯去年四季度微信及WECHAT月活跃帐户13.13亿 国际游戏收入增长5%,436.77,2022-1-4
TO B业务成为腾讯最大收入板块 去年第四季度占比33%,417.94,2022-1-5
腾讯控股：2022年研发投入破600亿，AI多场景应用加速落地,424.15,2022-1-6
视频号使用时长超过朋友圈 腾讯去年第四季度净利重回两位数增长,429.98,2022-1-7
腾讯2022年Q4净利润297.11亿元同比增19% TOB业务成为最大收入板块,439.88,2022-1-10
腾讯控股：正在投资人工智能的能力和云基础设施,446.48,2022-1-11
腾讯2022年研发投入破600亿 AI多场景应用加速落地,466.67,2022-1-12
腾讯控股：拟每股派息2.4港元 派息日6月5日,461.23,2022-1-13
腾讯小程序使用时长增长两倍 网络广告重回增长轨道,459.48,2022-1-14
腾讯2022年营收5545.52亿元,451.91,2022-1-17
腾讯刘炽平将退任执行董事，公司独立非执行董事比例将增至63%,439.49,2022-1-18
腾讯：数字生态未来5年有望创造3180万新就业机会,442.4,2022-1-19
腾讯控股2022年四季度营收1450亿元,471.6,2022-1-20
南向资金今日净买入30.74亿港元 净买入盈富基金10.85亿港元,474.8,2022-1-21
腾讯提高独董比例 刘炽平5月轮值退任执行董事 续任总裁兼投委会主席,469.6,2022-1-24
腾讯2022年第四季度收入1449.54亿元 净利润增长19%至297.11亿元,466.8,2022-1-25
腾讯控股2022年业绩出炉：净利润1882.4亿元，研发投入破600亿,473.6,2022-1-26
腾讯：第四季度金融科技及企服收入472.44亿元 占总收入33%,463.0,2022-1-27
腾讯控股：2022年第四季度经调整净利润同比增长19%,460.0,2022-1-28
腾讯控股发2022年财报：TO B业务成最大收入板块 刘炽平将轮值退任董事,472.0,2022-1-31
腾讯去年净利降7%：视频号使用时长超朋友圈，刘炽平将退任执行董事,479.0,2022-2-4
2022年腾讯本土市场游戏收入1239亿元 《王者荣耀》《和平精英》等收入下滑,478.0,2022-2-7
刘炽平：大模型技术对腾讯非常有利 将进一步优化混元AI大模型,470.0,2022-2-8
腾讯提高独董比例：刘炽平轮值退任 管理职责保持不变,482.8,2022-2-9
刚刚 腾讯重磅公布！,484.4,2022-2-10
腾讯去年第四季度净利重回两位数增长 网络广告表现抢眼增15%,477.0,2022-2-11
曾被马化腾视为“全公司的希望” 视频号使用时长已超朋友圈！腾讯最新公告……,472.0,2022-2-14
腾讯去年Q4净利重回两位数增长 年研发支出614亿元 未来继续投入大模型,470.0,2022-2-15
腾讯去年游戏业务营收1707亿元，《王者荣耀》收入下滑,476.2,2022-2-16
【业绩会回看】腾讯2022年Q4经调整净利回归两位数增长 数实融合、业务增效带动业绩复苏,479.0,2022-2-17
腾讯财报首提汽车出行业务进展 “车云一体”战略见成效,470.0,2022-2-18
腾讯刘炽平：人工智能需要长线布局 不能一味追求速度,445.4,2022-2-21
视频号这么牛了？腾讯成绩单亮眼 四季度净利增速重回两位数受关注,444.8,2022-2-22
腾讯重回两位数增长！视频号已“超越”朋友圈,445.0,2022-2-23
腾讯2022年国际市场游戏收入稳中有升 未成年人游戏时长大幅下降,427.8,2022-2-24
金融科技及企业服务收入首超游戏 B端业务成腾讯收入基本盘,424.0,2022-2-25
腾讯高管谈“生成式AI”：有可能纳入微信和QQ,421.2,2022-2-28
透过财报看腾讯：游戏、广告承压 支付、云计算等开始“挑大梁” 视频号、小程序担负新希望,431.0,2022-3-1
腾讯重磅宣布！去年四季度净利增19% 视频号用户时长已超朋友圈,423.4,2022-3-2
曾被马化腾视为“全公司的希望” 它的使用时长已超朋友圈！腾讯重磅公布...,418.8,2022-3-3
腾讯金融科技板块去年营收1771亿元 占比进一步提升至32%,403.2,2022-3-4
腾讯业绩“阴转晴”：视频号、海外游戏抢眼 将加码AI大模型,388.0,2022-3-7
每天净赚3个亿！视频号“超车”朋友圈！腾讯年报来了！,383.2,2022-3-8
腾讯刘炽平：视频号使用时长已达到朋友圈使用时长的1.2倍,384.8,2022-3-9
2022年腾讯海外游戏收入468亿元 腾讯：“未来海外游戏发展机会很多”,385.0,2022-3-10
降本增效持续 腾讯要在toB和AI大模型上追求高增长,367.8,2022-3-11
腾讯成绩单亮相！四季度净利增速重回两位数 视频号已“超越”朋友圈！,331.8,2022-3-14
视频号与国际市场游戏业务发力 腾讯2022年实现收入5545.52亿元马化腾：正大力投入建设人工智能的能力与云基础设施 拥抱基础模型发展趋势,298.0,2022-3-15
腾讯发布去年财报 全年研发支出614亿元,367.0,2022-3-16
腾讯去年第四季度TO B业务营收占比达33%,390.0,2022-3-17
港股公告精选｜腾讯第四季度调整后净利润同比增19%；中国电信去年云业务增长108%,381.0,2022-3-18
腾讯：大力投入建设人工智能，保证长线布局，先打好基础再求进展,372.4,2022-3-21
腾讯官宣：准备追求高增长！,388.0,2022-3-22
腾讯发布2022年财报：TO B业务收入首次超过游戏 社交业务见顶后静盼视频号放量,389.0,2022-3-23
单季净利增幅重回两位数 腾讯下一站锁定AI大模型,366.0,2022-3-24
腾讯刘炽平：生成式AI对业务是加持而不是取代 大模型开发不“一味求快”,356.4,2022-3-25
港股开盘｜恒指涨0.14% 恒生科技指数涨0.04% 腾讯绩后涨近2%,366.4,2022-3-28
中金公司维持腾讯控股跑赢行业评级 目标价475港元,377.2,2022-3-29
腾讯金融科技板块2022年营收1771亿元 占比32%,380.6,2022-3-30
恒生科技指数盘初拉升涨1% 腾讯涨幅扩大至5%,374.2,2022-3-31
国金证券维持腾讯控股买入评级,378.8,2022-4-1
腾讯控股涨超3%：2022年营收5545.5亿元 净利润1882亿元,390.0,2022-4-4
港股午评｜恒科指涨1.6% 大型科技股集体上涨 腾讯绩后升5%,381.0,2022-4-6
腾讯控股2022年盈利1882.4亿元 数实收入连续7个季度占总收入比重超30%,374.4,2022-4-7
腾讯控股午后涨幅一度扩大至8%，创一个月盘中新高,369.6,2022-4-8
港股腾讯控股大涨超7%，成交额超118亿港元,353.6,2022-4-11
西部证券维持腾讯控股买入评级,366.4,2022-4-12
分拆美团盈利1066亿元后 腾讯还有多少货可以卖？,373.6,2022-4-13
腾讯“新故事”：2022年B端收入首超游戏 视频号商业化提速,374.4,2022-4-14
潘铁珊：腾讯四季度业绩好于预期 手游业务看好,364.0,2022-4-19
贵州党政代表团走进腾讯总部,362.0,2022-4-20
港股收评｜恒指涨2.34%收复两万点大关 腾讯绩后涨超8%,348.0,2022-4-21
最新！贵州省委书记、省长带团走进腾讯总部,340.6,2022-4-22
招银国际维持腾讯控股买入评级 目标价455港元,327.4,2022-4-25
南向资金今日净买入8.27亿港元 净买入腾讯控股14.44亿港元,335.8,2022-4-26
德邦证券维持腾讯控股买入评级,334.8,2022-4-27
快讯！腾讯掌脸支付专利公布,339.8,2022-4-28
一年近10款游戏获版号 国际市场成腾讯游戏“第二增长曲线”？,377.4,2022-4-29
腾讯高管详解如何布局AI大模型：投入大量资源构建基础模型 未来将推出聊天机器人,380.0,2022-5-3
庄帅：视频号直播带货的优势在其完整的私域生态,368.4,2022-5-4
腾讯2022年Q4净利润重回两位数增长 高管称AI大模型开发不能一味求快,366.4,2022-5-5
3月放号！86款国产游戏获版号 重磅二次元游戏“神仙打架”,349.2,2022-5-6
腾讯发布2022年财报：首次披露汽车出行领域进展,341.2,2022-5-10
广发证券维持腾讯控股买入评级 目标价495.14港元,350.4,2022-5-11
天风证券维持腾讯控股买入评级 目标价476港元,344.2,2022-5-12
中国银河维持腾讯控股推荐评级,354.4,2022-5-13
光大证券维持腾讯控股买入评级 目标价430港元,350.0,2022-5-16
浦银国际证券维持腾讯控股买入评级 目标价448港元,368.4,2022-5-17
腾讯游戏2022年国际市场收入同比增3%  今年将在游戏领域持续投资,365.6,2022-5-18
国信证券维持腾讯控股买入评级 目标价525~588港元,341.8,2022-5-19
微信规范公众号模板消息 将逐步落实纯营销类消息拦截措施,352.2,2022-5-20
腾讯游戏亮相2023游戏开发者大会 面向全球展现中国游戏技术,346.8,2022-5-23
中信证券维持腾讯控股买入评级 目标价467港元,338.0,2022-5-24
开源证券维持腾讯控股买入评级,334.0,2022-5-25
港交所官宣降低特专科技公司上市门槛 腾讯美团等内地科网企业建议放宽条文,334.2,2022-5-26
华西证券维持腾讯控股买入评级,341.8,2022-5-27
游戏版号核发进度超预期 供给改善有望提升行业增速,350.0,2022-5-30
港股一周牛熊股｜科技股大涨 腾讯涨超11%；GPT概念再火爆 金山软件涨逾20%,362.4,2022-5-31
国海证券维持腾讯控股买入评级 目标价467港元,360.4,2022-6-1
信达证券维持腾讯控股买入评级 目标价494港元,359.0,2022-6-2
国泰君安维持腾讯控股增持评级,367.6,2022-6-6
暴增90%！资金借道ETF狂买港股 基金经理：互联网板块接近“击球点”,367.6,2022-6-7
国盛证券维持腾讯控股买入评级 目标价500港元,391.4,2022-6-8
南向资金今日净买入42.64亿港元 净买入腾讯控股14.92亿港元,394.8,2022-6-9
腾讯控股今日回购96万股 耗资约3.52亿港元,396.4,2022-6-10
东兴证券维持腾讯控股强烈推荐评级,377.0,2022-6-13
东方财富证券维持腾讯控股增持评级,376.0,2022-6-14
超100亿资金流入腾讯,379.8,2022-6-15
腾讯牵头启动“碳寻计划”助力减排 亿元级资金聚焦CCUS,367.6,2022-6-16
港股午评｜恒指涨0.71% 手游股强势 腾讯劲升4%,369.4,2022-6-17
腾讯旗下信用支付产品“分付”大规模上线 已接入三家个人征信机构,370.8,2022-6-20
邹成伟：腾讯股价上扬 看好布局人工智能,381.0,2022-6-21
推荐收藏！极具吸引力的十大股息增长股票（名单）,370.0,2022-6-22
南向资金今日净买入28.93亿港元 净买入腾讯控股9.06亿港元,375.0,2022-6-23
腾讯控股于3月28日回购94万股 共耗资约3.5亿港元,384.2,2022-6-24
南向资金今日净买入约29亿港元 腾讯控股净买入居前,378.2,2022-6-27
腾讯控股：今日以3.53亿港元回购94万股公司股份,365.8,2022-6-28
腾讯控股：将于5月17日举行董事会会议,365.0,2022-6-29
视频号将发布付费订阅功能 助力优质创作者收入提升,354.4,2022-6-30
微信视频号商业化再下一城 将发布付费订阅、评论区广告分成功能,347.0,2022-7-4
腾讯宣布推出微信版知乎 “问一问”搜索功能将上线,348.8,2022-7-5
微信支付已覆盖69个国家和地区，入驻境外商户超400万家,347.6,2022-7-6
微信放大招！视频号直播带货销售额增8倍,351.6,2022-7-7
“赶鸭子上架”的微信，越来越主动了,352.6,2022-7-8
微信将推出“问一问”搜索功能，视频号将支持设立付费内容专区,342.4,2022-7-11
腾讯又出手了！股价最高涨逾5%,337.8,2022-7-12
腾讯回应微信支付功能异常：系统故障 资金安全不受影响,335.4,2022-7-13
2023微信公开课PRO开讲 掌纹支付已在内部场景测试,335.0,2022-7-14
腾讯回应部分用户微信支付功能异常：系统故障 资金安全不受影响,325.0,2022-7-15
